Protein IDs,Protein names,Gene,Intensity
Q04857,Collagen alpha-1(VI) chain,Col6a1,177100000
Q05020,Apolipoprotein C-II,Apoc2,75141000
Q05117,Tartrate-resistant acid phosphatase type 5,Acp5,179390000
Q05186,Reticulocalbin-1,Rcn1,9840500
Q05421,Cytochrome P450 2E1,Cyp2e1,4217300000
Q05512-3;Q05512-4;Q05512-2;Q05512,Serine/threonine-protein kinase MARK2,Mark2,0
Q05793,Basement membrane-specific heparan sulfate proteoglycan core protein;Endorepellin;LG3 peptide,Hspg2,1508800000
Q05816,"Fatty acid-binding protein, epidermal",Fabp5,1723400000
Q05915,GTP cyclohydrolase 1,Gch1,407530000
Q05920,"Pyruvate carboxylase, mitochondrial",Pc,45617000000
Q05CL8;Q05CL8-2,La-related protein 7,Larp7,20596000
Q05D44;Q8CB96-2;Q8CB96,Eukaryotic translation initiation factor 5B,Eif5b,449490000
Q06138;Q9DB16-2;Q9DB16,Calcium-binding protein 39,Cab39,113330000
Q06180-2;Q06180,Tyrosine-protein phosphatase non-receptor type 2,Ptpn2,5594900
Q06185,"ATP synthase subunit e, mitochondrial",Atp5i,795330000
Q06770,Corticosteroid-binding globulin,Serpina6,269030000
Q06890,Clusterin;Clusterin beta chain;Clusterin alpha chain,Clu,272010000
Q07076,Annexin A7,Anxa7,1079700000
Q07113,Cation-independent mannose-6-phosphate receptor,Igf2r,11216000
Q07417,"Short-chain specific acyl-CoA dehydrogenase, mitochondrial",Acads,11153000000
Q07456,Protein AMBP;Alpha-1-microglobulin;Inter-alpha-trypsin inhibitor light chain;Trypstatin,Ambp,187780000
Q07797,Galectin-3-binding protein,Lgals3bp,369150000
Q07813,Apoptosis regulator BAX,Bax,87716000
Q07968,Coagulation factor XIII B chain,F13b,3498800
Q08093,Calponin-2,Cnn2,88664000
Q08189,Protein-glutamine gamma-glutamyltransferase E;Protein-glutamine gamma-glutamyltransferase E 50 kDa catalytic chain;Protein-glutamine gamma-glutamyltransferase E 27 kDa non-catalytic chain,Tgm3,10042000
Q08288,Cell growth-regulating nucleolar protein,Lyar,13559000
Q08481-4;Q08481-2;Q08481-3;Q08481,Platelet endothelial cell adhesion molecule,Pecam1,5182700
Q08857,Platelet glycoprotein 4,Cd36,358340000
Q08943;Q08943-2,FACT complex subunit SSRP1,Ssrp1,107670000
Q0GNC1-3;Q0GNC1,Inverted formin-2,Inf2,53413000
Q0VFX2,Uncharacterized protein C9orf117 homolog,,43476000
Q0VGB7,Serine/threonine-protein phosphatase 4 regulatory subunit 2,Ppp4r2,10345000
Q11011,Puromycin-sensitive aminopeptidase,Npepps,585910000
Q11136,Xaa-Pro dipeptidase,Pepd,7055300000
Q148V7;Q148V7-2;Q148V7-3,LisH domain and HEAT repeat-containing protein KIAA1468,Kiaa1468,39171000
Q148V8,Protein FAM83H,Fam83h,15879000
Q14AI6-2;Q14AI6,RNA pseudouridylate synthase domain-containing protein 3,Rpusd3,6808000
Q14C51,"Pentatricopeptide repeat domain-containing protein 3, mitochondrial",Ptcd3,184990000
Q14CH1,Molybdenum cofactor sulfurase,Mocos,122550000
Q14CH7,"Alanine--tRNA ligase, mitochondrial",Aars2,21914000
Q14DH7;Q14DH7-2,"Acyl-CoA synthetase short-chain family member 3, mitochondrial",Acss3,882210000
Q19LI2,Alpha-1B-glycoprotein,A1bg,544050000
Q1HFZ0;Q1HFZ0-2,tRNA (cytosine(34)-C(5))-methyltransferase,Nsun2,177650000
Q1XH17,Tripartite motif-containing protein 72,Trim72,35105000
Q283N4,2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase,Urad,677460000
Q2EMV9;Q2EMV9-2,Poly [ADP-ribose] polymerase 14,Parp14,28415000
Q2HXL6,ER degradation-enhancing alpha-mannosidase-like protein 3,Edem3,17760000
Q2NL51,Glycogen synthase kinase-3 alpha,Gsk3a,17720000
Q2PFD7-3;Q2PFD7-4;Q2PFD7-5;Q2PFD7-2;Q2PFD7,PH and SEC7 domain-containing protein 3,Psd3,2980200
Q2TPA8,Hydroxysteroid dehydrogenase-like protein 2,Hsdl2,1204300000
Q3B7Z2;Q3B7Z2-2;Q5QNQ6,Oxysterol-binding protein 1,Osbp,238740000
Q62293;Q3T9E4,,Tgtp1,46366000
Q3TAS6-2;Q3TAS6,ER membrane protein complex subunit 10,Emc10,50689000
Q3TBW2,"39S ribosomal protein L10, mitochondrial",Mrpl10,41187000
Q3TC33,Coiled-coil domain-containing protein 127,Ccdc127,1981900
Q3TC72,Fumarylacetoacetate hydrolase domain-containing protein 2A,Fahd2,350140000
Q3TC93,HCLS1-binding protein 3,Hs1bp3,35944000
Q3TCH7,Cullin-4A,Cul4a,200270000
Q3TCJ1,BRISC complex subunit Abro1,Fam175b,28121000
Q3TCN2;Q3TCN2-2,Putative phospholipase B-like 2;Putative phospholipase B-like 2 28 kDa form;Putative phospholipase B-like 2 40 kDa form;Putative phospholipase B-like 2 15 kDa form,Plbd2,81579000
Q3TDD9;Q3TDD9-2,Protein phosphatase 1 regulatory subunit 21,Ppp1r21,56753000
Q3TDN2;Q3TDN2-2,FAS-associated factor 2,Faf2,135420000
Q3TDQ1,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B,Stt3b,166380000
Q3TEA8-3;Q3TEA8-2;Q3TEA8,Heterochromatin protein 1-binding protein 3,Hp1bp3,123670000
Q3TFQ1,SPRY domain-containing protein 7,Spryd7,20192000
Q3TGF2,Protein FAM107B,Fam107b,29006000
Q3TGW2,Endonuclease/exonuclease/phosphatase family domain-containing protein 1,Eepd1,8219700
Q3TH73,Protein tweety homolog 2,Ttyh2,7836200
Q3THE2,Myosin regulatory light chain 12B,Myl12b,312470000
Q3THG9,Alanyl-tRNA editing protein Aarsd1,Aarsd1,98166000
Q3THJ3,Probable RNA-binding protein EIF1AD,Eif1ad,6127900
Q3THK3,General transcription factor IIF subunit 1,Gtf2f1,17876000
Q3THK7,GMP synthase [glutamine-hydrolyzing],Gmps,380360000
Q3THS6,S-adenosylmethionine synthase isoform type-2,Mat2a,413430000
Q3TIU4,"2,5-phosphodiesterase 12",Pde12,22171000
Q3TIV5;Q3TIV5-2,Zinc finger CCCH domain-containing protein 15,Zc3h15,92293000
Q3TIX9,U4/U6.U5 tri-snRNP-associated protein 2,Usp39,9191400
Q3TJ91,Lethal(2) giant larvae protein homolog 2,Llgl2,21830000
Q3TKT4;Q3TKT4-2,Transcription activator BRG1,Smarca4,5506400
Q3TKY6,Peptidyl-prolyl cis-trans isomerase CWC27 homolog,Cwc27,4119300
Q3TL44,NLR family member X1,Nlrx1,29112000
Q3TLH4-5;Q3TLH4,Protein PRRC2C,Prrc2c,29039000
Q3TLP5;Q3TLP5-2;Q3TLP5-3,"Enoyl-CoA hydratase domain-containing protein 2, mitochondrial",Echdc2,2153900000
Q3TMH2,Secernin-3,Scrn3,438310000
Q3TMV7,Pyridine nucleotide-disulfide oxidoreductase domain-containing protein 1,Pyroxd1,871990
Q3TNA1,Xylulose kinase,Xylb,2731100000
Q3TPX4,Exocyst complex component 5,Exoc5,2686600
Q3TRM8,Hexokinase-3,Hk3,3457700
Q3TSG4,RNA demethylase ALKBH5,Alkbh5,14048000
Q3TT38,Uncharacterized protein C6orf106 homolog,D17Wsu92e,6739200
Q3TUH1-2;Q3TUH1,"Phosphatidate cytidylyltransferase, mitochondrial",Tamm41,14787000
Q3TW96;Q3TW96-2,UDP-N-acetylhexosamine pyrophosphorylase-like protein 1,Uap1l1,68034000
Q3TWW8,Serine/arginine-rich splicing factor 6,Srsf6,148000000
Q3TXS7,26S proteasome non-ATPase regulatory subunit 1,Psmd1,2321100000
Q3TYS2,Uncharacterized protein C17orf62 homolog,,5987900
Q3TZM9-3;Q3TZM9-2;Q3TZM9,"GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase",Alg11,2478200
Q3TZZ7;Q3TZZ7-2,Extended synaptotagmin-2,Esyt2,46400000
Q3U0B3,Dehydrogenase/reductase SDR family member 11,Dhrs11,301170000
Q3U0J8,TBC1 domain family member 2B,Tbc1d2b,4255700
Q3U0S6,Ras-interacting protein 1,Rasip1,7277300
Q3U0V1,Far upstream element-binding protein 2,Khsrp,1021900000
Q3U0V2,Tumor necrosis factor receptor type 1-associated DEATH domain protein,Tradd,57812000
Q3U182,CREB-regulated transcription coactivator 2,Crtc2,1486100
Q3U186,"Probable arginine--tRNA ligase, mitochondrial",Rars2,20105000
Q3U1J4,DNA damage-binding protein 1,Ddb1,1315500000
Q3U1V6-2;Q3U1V6,Ubiquitin-conjugating enzyme E2 variant 3,Uevld,4858900
Q3U2A8,"Valine--tRNA ligase, mitochondrial",Vars2,2161400
Q3U2P1;Q3U2P1-2,Protein transport protein Sec24A,Sec24a,583580000
Q3U319,E3 ubiquitin-protein ligase BRE1B,Rnf40,32274000
Q3U3R4-3;Q3U3R4-2;Q3U3R4,Lipase maturation factor 1,Lmf1,358420000
Q3U487,E3 ubiquitin-protein ligase HECTD3,Hectd3,26868000
Q3U5Q7,"UMP-CMP kinase 2, mitochondrial",Cmpk2,244120000
Q3U7R1;Q3U7R1-2,Extended synaptotagmin-1,Esyt1,126960000
Q3U7U3,F-box only protein 7,Fbxo7,5111900
Q3U829,AP-5 complex subunit zeta-1,Ap5z1,1624700
Q3U9G9,Lamin-B receptor,Lbr,63644000
Q3U9N9,Monocarboxylate transporter 10,Slc16a10,3531500
Q3UBG2-2;Q3UBG2,"PTB-containing, cubilin and LRP1-interacting protein",Pid1,59796000
Q3UCV8,Ubiquitin thioesterase otulin,Otulin,22906000
Q3UD01,Putative ataxin-7-like protein 3B,Atxn7l3b,17124000
Q3UDE2,Tubulin--tyrosine ligase-like protein 12,Ttll12,36136000
Q3UDR8,"Protein YIPF3;Protein YIPF3, N-terminally processed",Yipf3,20315000
Q3UDW8-2;Q3UDW8,Heparan-alpha-glucosaminide N-acetyltransferase,Hgsnat,16588000
Q3UE37,Ubiquitin-conjugating enzyme E2 Z,Ube2z,48621000
Q3UEB3-2;Q3UEB3-3;Q3UEB3,Poly(U)-binding-splicing factor PUF60,Puf60,121170000
Q3UEG6,"Alanine--glyoxylate aminotransferase 2, mitochondrial",Agxt2,3728800000
Q3UFF7,Lysophospholipase-like protein 1,Lyplal1,410620000
Q3UFK8,FERM domain-containing protein 8,Frmd8,3130300
Q3UFY8,Mitochondrial ribonuclease P protein 1,Trmt10c,10025000
Q3UG98,N-acetyltransferase 9,Nat9,3017600
Q3UGC7;Q66JS6,Eukaryotic translation initiation factor 3 subunit J-A;Eukaryotic translation initiation factor 3 subunit J-B,Eif3j1;Eif3j2,256240000
Q3UGR5;Q3UGR5-2,Haloacid dehalogenase-like hydrolase domain-containing protein 2,Hdhd2,502470000
Q3UGS4,Protein FAM195B,Fam195b,5230400
Q3UHD6-2;Q3UHD6,Sorting nexin-27,Snx27,59091000
Q3UHJ0-2;Q3UHJ0,AP2-associated protein kinase 1,Aak1,35126000
Q3UHQ6-2;Q3UHQ6,Protein dopey-2,Dopey2,665440
Q3UHX0,Nucleolar protein 8,Nol8,20735000
Q3UHX2,28 kDa heat- and acid-stable phosphoprotein,Pdap1,167450000
Q3UI43,BRISC and BRCA1-A complex member 1,Babam1,56533000
Q3UIA2;Q3UIA2-4;Q3UIA2-3;Q3UIA2-2,Rho GTPase-activating protein 17,Arhgap17,37208000
Q3UIL6-3;Q3UIL6-4;Q3UIL6-5;Q3UIL6;Q3UIL6-6;Q3UIL6-2,Pleckstrin homology domain-containing family A member 7,Plekha7,20388000
Q3UIR3;Q3UIR3-2,E3 ubiquitin-protein ligase DTX3L,Dtx3l,276210000
Q3UIU2,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6,Ndufb6,207060000
Q3UJB9-2;Q3UJB9,Enhancer of mRNA-decapping protein 4,Edc4,67296000
Q3UJD6-2;Q3UJD6,Ubiquitin carboxyl-terminal hydrolase 19,Usp19,14728000
Q3UJP5,Protein C8orf37 homolog,,7101400
Q3UJU9,Regulator of microtubule dynamics protein 3,Rmdn3,740890000
Q3UKC1,Tax1-binding protein 1 homolog,Tax1bp1,1161100
Q3UKJ7-2;Q3UKJ7,"WD40 repeat-containing protein SMU1;WD40 repeat-containing protein SMU1, N-terminally processed",Smu1,84524000
Q3UL36;Q3UL36-2,Arginine and glutamate-rich protein 1,Arglu1,84422000
Q3ULD5,"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial",Mccc2,2730400000
Q3ULF4,Paraplegin,Spg7,57515000
Q3ULJ0-2;Q3ULJ0;Q6NXY9,Glycerol-3-phosphate dehydrogenase 1-like protein,Gpd1l,755340000
Q3UM29,Conserved oligomeric Golgi complex subunit 7,Cog7,34553000
Q3UM45,Protein phosphatase 1 regulatory subunit 7,Ppp1r7,510480000
Q3UMB9,WASH complex subunit 7,Kiaa1033,11284000
Q3UMC0;Q9D3R6-3;Q9D3R6,Spermatogenesis-associated protein 5;Katanin p60 ATPase-containing subunit A-like 2,Spata5;Katnal2,357350000
Q3UMF0-3;Q3UMF0;Q3UMF0-4;Q3UMF0-2,Cordon-bleu protein-like 1,Cobll1,304450000
Q3UMR5;Q3UMR5-2,"Calcium uniporter protein, mitochondrial",Mcu,70212000
Q3UMT1,Protein phosphatase 1 regulatory subunit 12C,Ppp1r12c,4925000
Q3UMU9-4;Q3UMU9-2;Q3UMU9;Q3UMU9-3,Hepatoma-derived growth factor-related protein 2,Hdgfrp2,4214500
Q3UMY5-4;Q3UMY5-2;Q3UMY5-3;Q3UMY5,Echinoderm microtubule-associated protein-like 4,Eml4,13330000
Q3UN02,Lysocardiolipin acyltransferase 1,Lclat1,72547000
Q3UND0-2;Q3UND0,Src kinase-associated phosphoprotein 2,Skap2,7875500
Q3UNX5;Q3UNX5-2,"Acyl-coenzyme A synthetase ACSM3, mitochondrial",Acsm3,827000000
Q3UNZ8;Q3UNZ8-2,Quinone oxidoreductase-like protein 2,,489230000
Q3UP75,UDP-glucuronosyltransferase 3A1,Ugt3a1,171350000
Q3UPF5;Q3UPF5-2,Zinc finger CCCH-type antiviral protein 1,Zc3hav1,117730000
Q3UPH1,Protein PRRC1,Prrc1,420900000
Q3UPH7-3;Q3UPH7-6;Q3UPH7-2;Q3UPH7,Rho guanine nucleotide exchange factor 40,Arhgef40,3296900
Q3UPL0;Q3UPL0-2;Q3UPL0-3,Protein transport protein Sec31A,Sec31a,2253000000
Q3UQ44,Ras GTPase-activating-like protein IQGAP2,Iqgap2,5557400000
Q3UQ84,"Threonine--tRNA ligase, mitochondrial",Tars2,84996000
Q3UQN2;Q3UQN2-3;Q3UQN2-2,F-BAR domain only protein 2,Fcho2,76665000
Q3UR70,Transforming growth factor-beta receptor-associated protein 1,Tgfbrap1,1414400
Q3URD3-2;Q3URD3;Q3URD3-5,Sarcolemmal membrane-associated protein,Slmap,64845000
Q3URD3-4;Q3URD3-3,Sarcolemmal membrane-associated protein,Slmap,4121000
Q3URE1;Q3URE1-2,"Acyl-CoA synthetase family member 3, mitochondrial",Acsf3,112530000
Q3URF8,BTB/POZ domain-containing protein KCTD21,Kctd21,1513000
Q3URQ0,Testis-expressed sequence 10 protein,Tex10,2975400
Q3URS9-2;Q3URS9,Coiled-coil domain-containing protein 51,Ccdc51,46532000
Q3USJ8;Q3USJ8-2,F-BAR and double SH3 domains protein 2,Fchsd2,1166500
Q3UTJ2-2;Q3UTJ2-5;Q3UTJ2;Q3UTJ2-6;Q3UTJ2-7,Sorbin and SH3 domain-containing protein 2,Sorbs2,281090000
Q3UUG6-2;Q3UUG6,TBC1 domain family member 24,Tbc1d24,17873000
Q3UUI3,Acyl-coenzyme A thioesterase THEM4,Them4,33830000
Q3UV17,"Keratin, type II cytoskeletal 2 oral",Krt76,34873000
Q3UVG3,Protein FAM91A1,Fam91a1,20821000
Q3UVK0,Endoplasmic reticulum metallopeptidase 1,Ermp1,11182000
Q3UW53,Protein Niban,Fam129a,6337500
Q3UYI5-2;Q3UYI5,Ral guanine nucleotide dissociation stimulator-like 3,Rgl3,10197000
Q3UYV9,Nuclear cap-binding protein subunit 1,Ncbp1,22721000
Q3UZ39;Q3UZ39-2;Q3UZ39-3,Leucine-rich repeat flightless-interacting protein 1,Lrrfip1,85399000
Q3UZY0-5;Q3UZY0-2;Q3UZY0,Protein SFI1 homolog,Sfi1,34691000
Q3UZZ6;Q80VR3,Sulfotransferase 1 family member D1,Sult1d1,4941100000
Q3V0Q1,"Dynein heavy chain 12, axonemal",Dnah12,472520000
Q3V1L4,Cytosolic purine 5-nucleotidase,Nt5c2,137360000
Q3V384,Lactation elevated protein 1,Lace1,15280000
Q3V3R4,Integrin alpha-1,Itga1,150730000
Q3V4B5,COMM domain-containing protein 6,Commd6,29791000
Q497J1,Lysoplasmalogenase,Tmem86b,4230500
Q497V5,S1 RNA-binding domain-containing protein 1,Srbd1,4570000
Q4KML4,Costars family protein ABRACL,Abracl,105440000
Q4KMM3-3;Q4KMM3-2;Q4KMM3-4;Q4KMM3,Oxidation resistance protein 1,Oxr1,23671000
Q4KWH5-4;Q4KWH5-3;Q4KWH5-2;Q4KWH5,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-1",Plch1,123960000
Q4LDG0,Bile acyl-CoA synthetase,Slc27a5,4197000000
Q4PJX1-3;Q4PJX1;Q4PJX1-2,Protein odr-4 homolog,Odr4,53941000
Q4PZA2-3;Q4PZA2-2;Q4PZA2-4;Q4PZA2,Endothelin-converting enzyme 1,Ece1,74298000
Q4VA53;Q4VA53-3;Q4VA53-2,Sister chromatid cohesion protein PDS5 homolog B,Pds5b,20512000
Q4VAA2;Q4VAA2-2,Protein CDV3,Cdv3,373850000
Q4VBE8,WD repeat-containing protein 18,Wdr18,24420000
Q501J6;Q501J6-2,Probable ATP-dependent RNA helicase DDX17,Ddx17,610560000
Q501J7;Q501J7-3;Q501J7-2,Phosphatase and actin regulator 4,Phactr4,33751000
Q504N0,Carboxypeptidase A2,Cpa2,32783000
Q505B7-2;Q505B7,Protein archease,Zbtb8os,57923000
Q505D1,Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A,Ankrd28,29545000
Q505D7,Optic atrophy 3 protein homolog,Opa3,118440000
Q505F5,Leucine-rich repeat-containing protein 47,Lrrc47,220150000
Q52KI8-2;Q52KI8,Serine/arginine repetitive matrix protein 1,Srrm1,40069000
Q566J8,AarF domain-containing protein kinase 4,Adck4,2215500
Q569Z5;Q569Z5-2,Probable ATP-dependent RNA helicase DDX46,Ddx46,253240000
Q569Z6,Thyroid hormone receptor-associated protein 3,Thrap3,356040000
Q570Y9;Q570Y9-2;Q570Y9-3,DEP domain-containing mTOR-interacting protein,Deptor,268400000
Q571E4,N-acetylgalactosamine-6-sulfatase,Galns,9407300
Q571F8,"Glutaminase liver isoform, mitochondrial",Gls2,4127600000
Q571I9,Aldehyde dehydrogenase family 16 member A1,Aldh16a1,1306200000
Q58A65-5;Q58A65-2;Q58A65;Q58A65-6;Q58A65-3;Q58A65-4;Q9ESN9-2;Q9ESN9-3;Q9ESN9-5;Q9ESN9-4;Q9ESN9;Q9ESN9-6,C-Jun-amino-terminal kinase-interacting protein 4,Spag9,120570000
Q59J78,"Mimitin, mitochondrial",Ndufaf2,85989000
Q5BKQ4,Inactive pancreatic lipase-related protein 1,Pnliprp1,275050000
Q5BL07;Q5BL07-2,Peroxisome biogenesis factor 1,Pex1,159500000
Q5BLK4;B2RX14,Terminal uridylyltransferase 7;Terminal uridylyltransferase 4,Zcchc6;Zcchc11,13622000
Q5DTM8-2;Q5DTM8,E3 ubiquitin-protein ligase BRE1A,Rnf20,1466600
Q5DU37;Q5DU37-3;Q5DU37-2,Zinc finger FYVE domain-containing protein 26,Zfyve26,68857000
Q5EBG6,Heat shock protein beta-6,Hspb6,13902000
Q5EBG8,Uncharacterized protein C1orf50 homolog,,530570000
Q5EG47,5-AMP-activated protein kinase catalytic subunit alpha-1,Prkaa1,62773000
Q5F2E7;Q5F2E7-2,Nuclear fragile X mental retardation-interacting protein 2,Nufip2,54327000
Q5F2E8,Serine/threonine-protein kinase TAO1,Taok1,5612800
Q5F2F2,Abhydrolase domain-containing protein 15,Abhd15,6886000
Q5FW57,Glycine N-acyltransferase-like protein,Gm4952,5679200000
Q5FW60,Major urinary protein 20,Mup20,5241700
Q5FWI3,Transmembrane protein 2,Tmem2,1952800
Q5FWK3,Rho GTPase-activating protein 1,Arhgap1,70175000
Q5H8C4-2;Q5H8C4,Vacuolar protein sorting-associated protein 13A,Vps13a,1801100
Q5HZI1;Q5HZI1-4;Q5HZI1-3;Q5HZI1-2,Microtubule-associated tumor suppressor 1 homolog,Mtus1,133660000
Q5HZI9,Solute carrier family 25 member 51,Slc25a51,19011000
Q5KU39,Vacuolar protein sorting-associated protein 41 homolog,Vps41,7379200
Q5M8N0,CB1 cannabinoid receptor-interacting protein 1,Cnrip1,20671000
Q5M8N4-2;Q5M8N4,Epimerase family protein SDR39U1,Sdr39u1,145020000
Q5ND29,Rab-interacting lysosomal protein,Rilp,31667000
Q5RKZ7;Q5RKZ7-2;Q5RKZ7-3,Molybdenum cofactor biosynthesis protein 1;Cyclic pyranopterin monophosphate synthase;Cyclic pyranopterin monophosphate synthase accessory protein,Mocs1,472010000
Q5RL79,Keratinocyte-associated protein 2,Krtcap2,2953100
Q5SNZ0-3;Q5SNZ0-2;Q5SNZ0,Girdin,Ccdc88a,94755000
Q5SRX1-3;Q5SRX1-4;Q5SRX1-2;Q5SRX1;Q5SRX1-5,TOM1-like protein 2,Tom1l2,3868700
Q5SSH7-2;Q5SSH7;Q5SSH7-3,Zinc finger ZZ-type and EF-hand domain-containing protein 1,Zzef1,25530000
Q5SSI6,U3 small nucleolar RNA-associated protein 18 homolog,Utp18,3159100
Q5SSK3,"Transcription elongation factor, mitochondrial",Tefm,20488000
Q5SSW2,Proteasome activator complex subunit 4,Psme4,32639000
Q5SSZ5;Q5SSZ5-2,Tensin-3,Tns3,32454000
Q5SUA5,Unconventional myosin-Ig,Myo1g,1061100
Q5SUC9,"Protein SCO1 homolog, mitochondrial",Sco1,40861000
Q5SUF2;Q5SUF2-3;Q5SUF2-2,Luc7-like protein 3,Luc7l3,98675000
Q5SUR0,Phosphoribosylformylglycinamidine synthase,Pfas,168620000
Q5SV85-2;Q5SV85,Synergin gamma,Synrg,2475500
Q5SVR0-2;Q5SVR0,TBC1 domain family member 9B,Tbc1d9b,26066000
Q5SW19;Q5SW19-3;Q5SW19-2,Clustered mitochondria protein homolog,Cluh,1380100000
Q5SWD9;Q5SWD9-3;Q5SWD9-2,Pre-rRNA-processing protein TSR1 homolog,Tsr1,4152300
Q5SWU9;Q5SWU9-2,Acetyl-CoA carboxylase 1;Biotin carboxylase,Acaca,2826700000
Q5SX39,Myosin-4,Myh4,2285200000
Q5SX40;Q8BVF4-3;Q8BVF4-2;Q8BVF4,Myosin-1,Myh1,40262000000
Q5SX79-2;Q5SX79,Protein Shroom1,Shroom1,13447000
Q5SYD0-2;Q5SYD0,Unconventional myosin-Id,Myo1d,55999000
Q5U3K5,Rab-like protein 6,Rabl6,3098200
Q5U430-3;Q5U430,E3 ubiquitin-protein ligase UBR3,Ubr3,2653100
Q5U458,DnaJ homolog subfamily C member 11,Dnajc11,151820000
Q5U4D9,THO complex subunit 6 homolog,Thoc6,9250000
Q5U5M8,Biogenesis of lysosome-related organelles complex 1 subunit 3,Bloc1s3,18451000
Q5U5V2;Q5U5V2-2,Hydroxylysine kinase,Hykk,1169000000
Q5XG73-2;Q5XG73-3;Q5XG73,Acyl-CoA-binding domain-containing protein 5,Acbd5,535800000
Q5XJE5,RNA polymerase-associated protein LEO1,Leo1,8454600
Q5XJY4,"Presenilins-associated rhomboid-like protein, mitochondrial;P-beta",Parl,35594000
Q5XJY5,Coatomer subunit delta,Arcn1,1412300000
Q5XKE0,"Myosin-binding protein C, fast-type",Mybpc2,47376000
Q5XKN4,Protein jagunal homolog 1,Jagn1,6621300
